task_id,category,N,w_ratio,w_C,w_A,r_min,seed,payoff_mode,selection_mode,n_candidates,n_parsed,selected_index,r_selected,a_selected,y,V_selected,brier,gate_cleared
arith_easy_01,arithmetic_easy,1,1.0,1.0,1.0,0.9,789,oracle,argmax,1,1,0,0.999983,788,1,0.999999999711,2.8900000000152174e-10,1
arith_easy_02,arithmetic_easy,1,1.0,1.0,1.0,0.9,789,oracle,argmax,1,1,0,0.999962,-734,1,0.999999998556,1.4439999999986695e-09,1
arith_easy_03,arithmetic_easy,1,1.0,1.0,1.0,0.9,789,oracle,argmax,1,1,0,0.99993,75660,1,0.9999999951,4.900000000002029e-09,1
arith_easy_04,arithmetic_easy,1,1.0,1.0,1.0,0.9,789,oracle,argmax,1,1,0,0.999973,390,1,0.999999999271,7.289999999999593e-10,1
arith_easy_05,arithmetic_easy,1,1.0,1.0,1.0,0.9,789,oracle,argmax,1,1,0,0.999984,650,1,0.999999999744,2.56000000000512e-10,1
arith_easy_06,arithmetic_easy,1,1.0,1.0,1.0,0.9,789,oracle,argmax,1,1,0,0.741181,543840,0,-0.5493492747609999,0.5493492747609999,0
arith_easy_07,arithmetic_easy,1,1.0,1.0,1.0,0.9,789,oracle,argmax,1,1,0,0.999987,1491,1,0.999999999831,1.6900000000105968e-10,1
arith_easy_08,arithmetic_easy,1,1.0,1.0,1.0,0.9,789,oracle,argmax,1,1,0,0.999941,-515,1,0.999999996519,3.4810000000036874e-09,1
arith_easy_09,arithmetic_easy,1,1.0,1.0,1.0,0.9,789,oracle,argmax,1,1,0,0.952684,1848,0,0.0923931961440001,0.9076068038559999,1
arith_easy_10,arithmetic_easy,1,1.0,1.0,1.0,0.9,789,oracle,argmax,1,1,0,0.999973,145,1,0.999999999271,7.289999999999593e-10,1
arith_easy_11,arithmetic_easy,1,1.0,1.0,1.0,0.9,789,oracle,argmax,1,1,0,0.999957,-15,1,0.999999998151,1.8490000000013114e-09,1
arith_easy_12,arithmetic_easy,1,1.0,1.0,1.0,0.9,789,oracle,argmax,1,1,0,0.705478,330922,0,-0.49769920848400007,0.49769920848400007,0
arith_easy_13,arithmetic_easy,1,1.0,1.0,1.0,0.9,789,oracle,argmax,1,1,0,0.999986,621,1,0.999999999804,1.9599999999883773e-10,1
arith_easy_14,arithmetic_easy,1,1.0,1.0,1.0,0.9,789,oracle,argmax,1,1,0,0.999937,-530,1,0.999999996031,3.969000000004442e-09,1
arith_easy_15,arithmetic_easy,1,1.0,1.0,1.0,0.9,789,oracle,argmax,1,1,0,0.92639,490800,0,0.14180156789999987,0.8581984321000001,1
arith_easy_16,arithmetic_easy,1,1.0,1.0,1.0,0.9,789,oracle,argmax,1,1,0,0.999969,1007,1,0.999999999039,9.610000000002013e-10,1
arith_easy_17,arithmetic_easy,1,1.0,1.0,1.0,0.9,789,oracle,argmax,1,1,0,0.999935,-234,1,0.999999995775,4.224999999997626e-09,1
arith_easy_18,arithmetic_easy,1,1.0,1.0,1.0,0.9,789,oracle,argmax,1,1,0,0.757695,180942,0,-0.574101713025,0.574101713025,0
arith_easy_19,arithmetic_easy,1,1.0,1.0,1.0,0.9,789,oracle,argmax,1,1,0,0.999974,1738,1,0.999999999324,6.759999999984655e-10,1
arith_easy_20,arithmetic_easy,1,1.0,1.0,1.0,0.9,789,oracle,argmax,1,1,0,0.999976,-771,1,0.999999999424,5.760000000011521e-10,1
arith_hard_01,arithmetic_hard,1,1.0,1.0,1.0,0.9,789,oracle,argmax,1,1,0,0.988083,-161,0,0.023691985110999902,0.9763080148890001,1
arith_hard_02,arithmetic_hard,1,1.0,1.0,1.0,0.9,789,oracle,argmax,1,1,0,0.774143,20785,0,-0.599297384449,0.599297384449,0
arith_hard_03,arithmetic_hard,1,1.0,1.0,1.0,0.9,789,oracle,argmax,1,1,0,0.999159,33,1,0.999999292719,7.072809999999675e-07,1
